what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.app,1.3.0.v20100512,"org.eclipse.equinox.app",1282028418314
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1282028418314
started,bundle,org.eclipse.equinox.ds,1.2.0.v20100507,"org.eclipse.equinox.ds",1282028418314
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1282028418315
started,bundle,org.eclipse.equinox.p2.core,2.0.0.v20100510,"org.eclipse.equinox.p2.core",1282028418315
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.200.v20100601,"org.eclipse.equinox.p2.directorywatcher",1282028418315
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1282028418315
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1282028418316
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1282028418316
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1282028418316
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1282028418316
started,bundle,org.eclipse.equinox.p2.repository,2.0.0.v20100519,"org.eclipse.equinox.p2.repository",1282028418317
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1282028418317
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.100.v20100503a,"org.eclipse.equinox.p2.updatechecker",1282028418317
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1282028418317
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1282028418318
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1282028418318
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1282028418318
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1282028418319
started,bundle,org.eclipse.jface,3.6.0.I20100601-0800,"org.eclipse.jface",1282028418319
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1282028418319
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1282028418319
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1282028418320
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1282028418320
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1282028418320
started,bundle,org.eclipse.mylyn.commons.net,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.net",1282028418320
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1282028418321
started,bundle,org.eclipse.mylyn.context.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.core",1282028418321
started,bundle,org.eclipse.mylyn.context.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.ui",1282028418321
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1282028418321
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui",1282028418322
started,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1282028418322
started,bundle,org.eclipse.team.core,3.5.100.I20100527-0800,"org.eclipse.team.core",1282028418323
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1282028418323
started,bundle,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.cvs.ui",1282028418323
started,bundle,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui",1282028418324
started,bundle,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui",1282028418325
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1282028418325
started,bundle,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.editors",1282028418325
started,bundle,org.eclipse.ui.forms,3.5.0.v20100427,"org.eclipse.ui.forms",1282028418326
started,bundle,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.ide",1282028418326
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1282028418327
started,bundle,org.eclipse.ui.intro.universal,3.2.400.v20100517,"org.eclipse.ui.intro.universal",1282028418327
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1282028418327
started,bundle,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.resources",1282028418327
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1282028418327
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1282028418328
started,bundle,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"org.eclipse.ui.workbench",1282028418328
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.workbench.texteditor",1282028418329
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1282028418335
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1282028418336
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1282028418336
os,sysinfo,,,"linux",1282028418338
arch,sysinfo,,,"x86",1282028418338
ws,sysinfo,,,"gtk",1282028418338
locale,sysinfo,,,"en_US",1282028418338
processors,sysinfo,,,"4",1282028418339
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1282028418339
java.runtime.version,sysinfo,,,"1.6.0_18-b18",1282028418339
java.specification.name,sysinfo,,,"Java Platform API Specification",1282028418339
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1282028418339
java.specification.version,sysinfo,,,"1.6",1282028418339
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1282028418339
java.version,sysinfo,,,"1.6.0_18",1282028418339
java.vm.info,sysinfo,,,"mixed mode, sharing",1282028418339
java.vm.name,sysinfo,,,"OpenJDK Client VM",1282028418339
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1282028418339
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1282028418339
java.vm.specification.version,sysinfo,,,"1.0",1282028418339
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1282028418339
java.vm.version,sysinfo,,,"16.0-b13",1282028418339
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1282028418870
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1282028418883
closed,view,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.internal.introview",1282028418892
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282028422604
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.export",1282028423731
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.export",1282028423731
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282028423737
started,bundle,org.eclipse.cdt.managedbuilder.ui,7.0.0.201006141710,"org.eclipse.cdt.managedbuilder.ui",1282028438319
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201006141710,"org.eclipse.cdt.managedbuilder.gnu.ui",1282028438432
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282028438705
error,log,,,"Project cannot be created",1282028459571
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1282028464168
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1282028464299
no handler,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1282028610697
no handler,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1282028611017
no handler,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1282028611297
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282028643750
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1282028646115
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1282028646172
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282028654333
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282028678386
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282028681274
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282028692826
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1282028703147
opened,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1282028703173
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1282028703249
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1282028703261
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1282028705678
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1282028711736
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282028714085
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAs",1282028715774
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282028715784
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1282028720680
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.100.I20100509-0800,"org.eclipse.ui.views.properties.tabbed",1282028741418
opened,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1282028741477
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1282028741486
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1282028742802
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1282028742807
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1282028743867
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.buildAll",1282028747846
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282028753061
executed,command,org.eclipse.cdt.make.ui,7.0.0.201006141710,"org.eclipse.cdt.make.ui.targetBuildCommand",1282028774468
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282028774488
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1282028776159
started,bundle,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui",1282028777015
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201006141710,"org.eclipse.cdt.debug.core",1282028777072
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201006141710,"org.eclipse.cdt.debug.ui",1282028777305
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282028782585
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282028784138
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282028786428
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.properties",1282028805981
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282028805988
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282028821989
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.properties",1282028826785
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282028826796
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282028838258
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.properties",1282028875898
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282028875906
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1282028877854
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1282028914050
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282028916787
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1282028948074
started,bundle,org.eclipse.core.externaltools,1.0.0.v20100505,"org.eclipse.core.externaltools",1282028948093
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.properties",1282028979771
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282028979778
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282028984826
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jface"".",1282029012451
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.properties",1282029032686
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282029032694
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282029037567
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.properties",1282029053207
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282029053214
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282029060686
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282029061873
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282029066070
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282029068899
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282029102655
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.properties",1282029104817
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282029104823
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1282029105250
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1282029110761
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1282029127345
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1282029135680
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1282029137012
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282029140669
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.properties",1282029311445
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282029311477
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1282029318600
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282029329004
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.properties",1282029362347
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282029362357
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282029369985
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282029622405
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1282029623949
opened,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1282029632468
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1282029632518
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1282029632533
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282029665123
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282029843102
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1282029843119
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282029846481
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282029971007
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.2.v20100608-0100-e3x,"org.eclipse.cdt.mylyn.ui",1282029981880
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1282029990855
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1282029993111
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1282029993129
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1282029998407
opened,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1282030022807
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1282030022855
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1282030022868
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1282030024276
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1282030063358
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1282030067774
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1282030073862
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1282030077694
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1282030113422
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1282030140717
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1282030154712
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282030160248
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282030176868
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282030179767
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.properties",1282030194876
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282030194890
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1282030195553
executed,command,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.edit.text.c.format",1282030206182
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1282030208618
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1282030213258
executed,command,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.edit.text.c.format",1282030215712
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1282030216514
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1282030222248
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1282030229121
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1282030231475
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1282030244181
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282030248103
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282030254336
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282030299389
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282030308722
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1282030313485
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282030315207
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282030341288
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1282030343990
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282030346595
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282030355261
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1282030356464
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1282030358304
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1282030363504
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282030364943
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282030371463
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1282030376493
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282030378165
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282030381698
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1282030382847
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1282030384917
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282030395593
opened,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1282030412944
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1282030412990
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.edit.text.openLocalFile",1282030412996
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282030413000
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1282030422603
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1282030423298
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1282030426317
executed,command,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.edit.text.c.format",1282030428621
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1282030430232
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1282030438476
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1282030439364
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1282030444191
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1282030448480
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1282030450489
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1282030483565
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282030489244
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1282030492034
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1282030496012
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1282030498407
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1282030509034
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1282030514118
activated,editor,org.eclipse.cdt.ui,5.2.0.201006141710,"org.eclipse.cdt.ui.editor.CEditor",1282030521595
